Motif_ID	motifLen
M02906_2.00	14
M04545_2.00	12
M04546_2.00	12
M08339_2.00	15
M07752_2.00	15
M07694_2.00	21
M07617_2.00	15
M08249_2.00	14
M08328_2.00	12
M08912_2.00	20
M07678_2.00	27
M07668_2.00	18
M07751_2.00	15
M07634_2.00	11
M10185_2.00	0
M07652_2.00	12
M08347_2.00	12
M07600_2.00	8
M08315_2.00	15
M08899_2.00	20
M07691_2.00	21
M07576_2.00	15
M08300_2.00	13
M08883_2.00	20
M07772_2.00	18
M07655_2.00	11
M08341_2.00	21
M08917_2.00	20
M07682_2.00	30
M07582_2.00	6
M07620_2.00	27
M07630_2.00	7
M07629_2.00	17
M08368_2.00	18
M08943_2.00	21
M07770_2.00	9
M07700_2.00	18
M07677_2.00	21
M07692_2.00	30
M07635_2.00	21
M07658_2.00	15
M07693_2.00	21
M08239_2.00	20
M08294_2.00	12
M04637_2.00	18
M04638_2.00	18
M04639_2.00	19
M04640_2.00	23
M04641_2.00	19
M04642_2.00	23
M10259_2.00	0
M07564_2.00	28
M08274_2.00	27
M08852_2.00	24
M07631_2.00	21
M07713_2.00	9
M08281_2.00	12
M08859_2.00	20
M07746_2.00	24
M10242_2.00	0
M08354_2.00	15
M08400_2.00	12
M10331_2.00	0
M08342_2.00	15
M04531_2.00	14
M04532_2.00	14
M07704_2.00	21
M07616_2.00	9
M08327_2.00	9
M07759_2.00	18
M07646_2.00	9
M07593_2.00	21
M07725_2.00	12
M10315_2.00	0
M07755_2.00	15
M07649_2.00	23
M07648_2.00	29
M07636_2.00	15
M08254_2.00	15
M07687_2.00	27
M07749_2.00	18
M10314_2.00	0
M07615_2.00	9
M07738_2.00	6
M08248_2.00	24
M00250_2.00	10
M00251_2.00	9
M00252_2.00	10
M10332_2.00	0
M10333_2.00	0
M10334_2.00	0
M10335_2.00	0
M04479_2.00	18
M04480_2.00	18
M07666_2.00	18
M07737_2.00	27
M08386_2.00	18
M08953_2.00	19
M07690_2.00	15
M08262_2.00	7
M08367_2.00	27
M07567_2.00	12
M07771_2.00	12
M07722_2.00	27
M08266_2.00	20
M08381_2.00	21
M08382_2.00	21
M07637_2.00	21
M08343_2.00	21
M08921_2.00	20
M07698_2.00	12
M05858_2.00	11
M07718_2.00	21
M04428_2.00	18
M04429_2.00	18
M07574_2.00	9
M08240_2.00	14
M08297_2.00	15
M07744_2.00	11
M08253_2.00	13
M08338_2.00	13
M07724_2.00	7
M07598_2.00	21
M07618_2.00	12
M04519_2.00	12
M04520_2.00	12
M10323_2.00	0
M07763_2.00	11
M07661_2.00	15
M07665_2.00	12
M08360_2.00	21
M08934_2.00	20
M08267_2.00	14
M08383_2.00	24
M09508_2.00	8
M02913_2.00	17
M04575_2.00	19
M04576_2.00	19
M04577_2.00	19
M04578_2.00	19
M07606_2.00	12
M07664_2.00	15
M10327_2.00	0
M10328_2.00	0
M10329_2.00	0
M10324_2.00	0
M07669_2.00	9
M10325_2.00	0
M07767_2.00	12
M07768_2.00	30
M07675_2.00	21
M02891_2.00	10
M02892_2.00	10
M04467_2.00	13
M04468_2.00	13
M04469_2.00	13
M04470_2.00	13
M10221_2.00	0
M07680_2.00	9
M02897_2.00	12
M04503_2.00	14
M04504_2.00	14
M04505_2.00	14
M04506_2.00	14
M07683_2.00	12
M04398_2.00	21
M04399_2.00	21
M08278_2.00	21
M08856_2.00	22
M10230_2.00	0
M10231_2.00	0
M10232_2.00	0
M07623_2.00	21
M07701_2.00	18
M07699_2.00	7
M08333_2.00	15
M08915_2.00	20
M07644_2.00	7
M08388_2.00	11
M08955_2.00	22
M04589_2.00	15
M04590_2.00	15
M04591_2.00	15
M04592_2.00	15
M08373_2.00	18
M07601_2.00	21
M05857_2.00	19
M07703_2.00	7
M07624_2.00	15
M08335_2.00	12
M07729_2.00	24
M07706_2.00	30
M07757_2.00	8
M02918_2.00	10
M04587_2.00	11
M04588_2.00	11
M08352_2.00	9
M07720_2.00	29
M07721_2.00	7
M04473_2.00	20
M04474_2.00	15
M04475_2.00	20
M04476_2.00	15
M07750_2.00	12
M07697_2.00	18
M07732_2.00	8
M07640_2.00	24
M07660_2.00	30
M07688_2.00	12
M07705_2.00	27
M07781_2.00	12
M08401_2.00	18
M08961_2.00	22
M07753_2.00	18
M07747_2.00	21
M07728_2.00	18
M07657_2.00	21
M08353_2.00	18
M08929_2.00	21
M04412_2.00	15
M04413_2.00	15
M07733_2.00	15
M07736_2.00	21
M07707_2.00	6
M07573_2.00	18
M08295_2.00	15
M08872_2.00	20
M07723_2.00	15
M07766_2.00	39
M07764_2.00	27
M10326_2.00	0
M07762_2.00	21
M07761_2.00	15
M07671_2.00	39
M08380_2.00	21
M04483_2.00	17
M04484_2.00	17
M10212_2.00	0
M02924_2.00	18
M04623_2.00	19
M04624_2.00	19
M04625_2.00	19
M04626_2.00	19
M08377_2.00	24
M08261_2.00	15
M08361_2.00	18
M08935_2.00	16
M04613_2.00	19
M04614_2.00	19
M10313_2.00	0
M08365_2.00	15
M04649_2.00	19
M04650_2.00	19
M08270_2.00	16
M08393_2.00	15
M08958_2.00	18
M02919_2.00	15
M04593_2.00	17
M04594_2.00	17
M05852_2.00	13
M04459_2.00	18
M04460_2.00	18
M08390_2.00	15
M04465_2.00	20
M04466_2.00	20
M07842_2.00	8
M08080_2.00	11
M08190_2.00	10
M08848_2.00	10
M10089_2.00	13
M10090_2.00	12
M10091_2.00	12
M10092_2.00	9
M10093_2.00	11
M10094_2.00	0
M10095_2.00	0
M10096_2.00	0
M01849_2.00	9
M10088_2.00	0
M07562_2.00	9
M01165_2.00	10
M04384_2.00	20
M04385_2.00	20
M08271_2.00	12
M01038_2.00	9
M01039_2.00	7
M08024_2.00	30
M08097_2.00	14
M08972_2.00	13
M09513_2.00	15
M00128_2.00	12
M10340_2.00	0
M08022_2.00	15
M08966_2.00	20
M09015_2.00	18
M00783_2.00	10
M10339_2.00	0
M00127_2.00	8
M00138_2.00	10
M00375_2.00	9
M01864_2.00	9
M02932_2.00	16
M05860_2.00	13
M08996_2.00	14
M00778_2.00	10
M08994_2.00	14
M09515_2.00	12
M00776_2.00	10
M02931_2.00	15
M08984_2.00	10
M08098_2.00	11
M08977_2.00	10
M09514_2.00	10
M01023_2.00	10
M08976_2.00	12
M01024_2.00	10
M01022_2.00	11
M08023_2.00	11
M09512_2.00	12
M00129_2.00	11
M10338_2.00	0
M00141_2.00	9
M02933_2.00	18
M02934_2.00	9
M09003_2.00	9
M08989_2.00	16
M08969_2.00	8
M10347_2.00	0
M09014_2.00	12
M08099_2.00	11
M09008_2.00	14
M09516_2.00	12
M00787_2.00	10
M02937_2.00	15
M08987_2.00	19
M10346_2.00	0
M08982_2.00	19
M08021_2.00	11
M08964_2.00	15
M08965_2.00	15
M08962_2.00	19
M00134_2.00	10
M00779_2.00	10
M09000_2.00	9
M00777_2.00	8
M10345_2.00	0
M08988_2.00	22
M02667_2.00	14
M08980_2.00	16
M00136_2.00	9
M08981_2.00	17
M00772_2.00	10
M00773_2.00	8
M00144_2.00	9
M01174_2.00	8
M00132_2.00	10
M08974_2.00	9
M08993_2.00	8
M10336_2.00	0
M00130_2.00	10
M10353_2.00	0
M08995_2.00	14
M09001_2.00	16
M08997_2.00	10
M08986_2.00	15
M09007_2.00	19
M10382_2.00	0
M10383_2.00	0
M08983_2.00	22
M10342_2.00	0
M10343_2.00	0
M10344_2.00	0
M08979_2.00	10
M10341_2.00	0
M00781_2.00	10
M09002_2.00	8
M08973_2.00	11
M00765_2.00	9
M08963_2.00	24
M08970_2.00	22
M08978_2.00	20
M00133_2.00	10
M01862_2.00	9
M05859_2.00	13
M08975_2.00	20
M09016_2.00	24
M09009_2.00	14
M08968_2.00	20
M10337_2.00	0
M08971_2.00	12
M00775_2.00	10
M00146_2.00	10
M00145_2.00	9
M08967_2.00	19
M00152_2.00	9
M09005_2.00	15
M08991_2.00	9
M00135_2.00	10
M10357_2.00	0
M10358_2.00	0
M00148_2.00	10
M00149_2.00	8
M09010_2.00	22
M10354_2.00	0
M10355_2.00	0
M10356_2.00	0
M00770_2.00	10
M00766_2.00	8
M00139_2.00	10
M08025_2.00	15
M08999_2.00	15
M00782_2.00	11
M00774_2.00	15
M09004_2.00	20
M08998_2.00	22
M00140_2.00	8
M09006_2.00	12
M10351_2.00	0
M10352_2.00	0
M10360_2.00	0
M08992_2.00	10
M00786_2.00	9
M02938_2.00	13
M10361_2.00	0
M00142_2.00	8
M10348_2.00	0
M10349_2.00	0
M10350_2.00	0
M01863_2.00	10
M00143_2.00	10
M00784_2.00	10
M02935_2.00	10
M09012_2.00	23
M00788_2.00	9
M08100_2.00	14
M09017_2.00	19
M09517_2.00	8
M00137_2.00	10
M08990_2.00	9
M00150_2.00	10
M09011_2.00	15
M00151_2.00	10
M02936_2.00	15
M09013_2.00	15
M10359_2.00	0
M00780_2.00	10
M00771_2.00	10
M08985_2.00	19
M00785_2.00	10
M00767_2.00	11
M00768_2.00	10
M00769_2.00	8
M00131_2.00	8
M00147_2.00	9
M05844_2.00	8
M08849_2.00	10
M00764_2.00	8
M01198_2.00	8
M01876_2.00	10
M01192_2.00	8
M01868_2.00	8
M01869_2.00	9
M01871_2.00	8
M01872_2.00	7
M01191_2.00	8
M01874_2.00	10
M01875_2.00	10
M01193_2.00	10
M01474_2.00	10
M01194_2.00	10
M01877_2.00	8
M01878_2.00	10
M01879_2.00	10
M01880_2.00	10
M01881_2.00	9
M01882_2.00	10
M01195_2.00	10
M01883_2.00	9
M01884_2.00	8
M01885_2.00	9
M01196_2.00	10
M01886_2.00	8
M01197_2.00	10
M01887_2.00	10
M01888_2.00	10
M01889_2.00	10
M01890_2.00	9
M01891_2.00	8
M01892_2.00	10
M01199_2.00	8
M01870_2.00	10
M01873_2.00	8
M01893_2.00	12
M01894_2.00	9
M01895_2.00	10
M01201_2.00	8
M00649_2.00	9
M01189_2.00	9
M00939_2.00	8
M00940_2.00	8
M00941_2.00	8
M00942_2.00	8
M00943_2.00	8
M00944_2.00	9
M00945_2.00	8
M00946_2.00	8
M00947_2.00	8
M00948_2.00	8
M00949_2.00	8
M00950_2.00	8
M00951_2.00	8
M00952_2.00	8
M00953_2.00	8
M00954_2.00	8
M00955_2.00	9
M00956_2.00	8
M00957_2.00	8
M00958_2.00	9
M00959_2.00	8
M00960_2.00	8
M00961_2.00	8
M01473_2.00	10
M01181_2.00	10
M01182_2.00	8
M01183_2.00	10
M01451_2.00	8
M01452_2.00	10
M01180_2.00	8
M01453_2.00	8
M01454_2.00	10
M01455_2.00	9
M01456_2.00	10
M02668_2.00	10
M10364_2.00	0
M10362_2.00	0
M10385_2.00	0
M10363_2.00	0
M02669_2.00	15
M01432_2.00	8
M01433_2.00	10
M01434_2.00	10
M01166_2.00	9
M01435_2.00	8
M01436_2.00	9
M01437_2.00	10
M01438_2.00	10
M01439_2.00	10
M01440_2.00	8
M01441_2.00	10
M01442_2.00	10
M01041_2.00	9
M01042_2.00	10
M00033_2.00	10
M07463_2.00	7
M08534_2.00	8
M00021_2.00	10
M07451_2.00	7
M08517_2.00	7
M10388_2.00	6
M10389_2.00	0
M00039_2.00	10
M07469_2.00	9
M08542_2.00	9
M00042_2.00	9
M01539_2.00	10
M07471_2.00	9
M08545_2.00	20
M00024_2.00	8
M01530_2.00	9
M07454_2.00	9
M08521_2.00	9
M00038_2.00	12
M07468_2.00	9
M08541_2.00	9
M00028_2.00	10
M07458_2.00	6
M08526_2.00	23
M00019_2.00	10
M07449_2.00	9
M08515_2.00	9
M00040_2.00	10
M07470_2.00	9
M08543_2.00	8
M10402_2.00	0
M00022_2.00	10
M01528_2.00	8
M07452_2.00	7
M08518_2.00	8
M00026_2.00	8
M01532_2.00	10
M07456_2.00	7
M08523_2.00	7
M08524_2.00	10
M10391_2.00	17
M10392_2.00	0
M10393_2.00	0
M00027_2.00	10
M01533_2.00	10
M07457_2.00	7
M08525_2.00	7
M10394_2.00	0
M00023_2.00	10
M01529_2.00	9
M07453_2.00	7
M08520_2.00	7
M00912_2.00	9
M08417_2.00	6
M08539_2.00	6
M10400_2.00	0
M10401_2.00	0
M00036_2.00	8
M07466_2.00	5
M08538_2.00	7
M10399_2.00	0
M00032_2.00	8
M07462_2.00	5
M08533_2.00	5
M01527_2.00	9
M08513_2.00	7
M08514_2.00	7
M00909_2.00	10
M08509_2.00	8
M08548_2.00	14
M00016_2.00	8
M07446_2.00	7
M08510_2.00	7
M00037_2.00	8
M07467_2.00	5
M08540_2.00	5
M00030_2.00	10
M07460_2.00	7
M08529_2.00	7
M08415_2.00	10
M08527_2.00	11
M10395_2.00	0
M00025_2.00	11
M01531_2.00	12
M07455_2.00	8
M08522_2.00	8
M00017_2.00	10
M01525_2.00	10
M07447_2.00	7
M08511_2.00	12
M00031_2.00	10
M07461_2.00	9
M08532_2.00	9
M01536_2.00	8
M08536_2.00	21
M00910_2.00	10
M08414_2.00	8
M08519_2.00	8
M10390_2.00	0
M01535_2.00	10
M08530_2.00	20
M00034_2.00	8
M07464_2.00	9
M08535_2.00	9
M00018_2.00	9
M01526_2.00	8
M07448_2.00	9
M08512_2.00	9
M00020_2.00	11
M07450_2.00	8
M08516_2.00	8
M00035_2.00	10
M01537_2.00	10
M07465_2.00	9
M08537_2.00	21
M00041_2.00	8
M01538_2.00	8
M08544_2.00	5
M00029_2.00	8
M01534_2.00	10
M07459_2.00	14
M08528_2.00	14
M01540_2.00	7
M08546_2.00	20
M00043_2.00	9
M07472_2.00	7
M08547_2.00	7
M00911_2.00	10
M08416_2.00	15
M08531_2.00	11
M10396_2.00	0
M10397_2.00	0
M10398_2.00	0
M01457_2.00	10
M01458_2.00	10
M01459_2.00	7
M01460_2.00	8
M01461_2.00	9
M01462_2.00	9
M01463_2.00	8
M01464_2.00	9
M01465_2.00	9
M01466_2.00	9
M01184_2.00	9
M01469_2.00	9
M01468_2.00	10
M01185_2.00	10
M01186_2.00	10
M01470_2.00	8
M01187_2.00	10
M01467_2.00	10
M01471_2.00	8
M02672_2.00	12
M10380_2.00	0
M08101_2.00	14
